frame.time_epoch,frame.len,frame.time_delta,frame.time_delta_displayed,eth.src,ip.src,ip.proto,ip.len,ip.ttl,ip.flags.df,ip.dsfield.dscp,tcp.srcport,tcp.dstport,tcp.len,tcp.hdr_len,tcp.flags,tcp.window_size_value,udp.srcport,udp.dstport,udp.length,frame.protocols
1641212115.028084000,66,0.258411000,0.258411000,cc:f4:11:9c:d0:00,192.168.137.246,6,52,64,True,0,44920,5228,0,32,0x0010,723,,,,eth:ethertype:ip:tcp
1641212115.068248000,214,0.040164000,0.040164000,d4:a6:51:20:91:d1,192.168.137.165,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212115.076046000,66,0.007798000,0.007798000,3c:18:a0:41:c3:a0,172.253.122.188,6,52,123,False,0,5228,44920,0,32,0x0010,265,,,,eth:ethertype:ip:tcp
1641212115.149325000,230,0.073279000,0.073279000,c4:dd:57:0c:39:94,192.168.137.211,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212115.179742000,218,0.030417000,0.030417000,44:01:bb:ec:10:4a,192.168.137.66,17,204,64,True,0,,,,,,,50271,37010,184,eth:ethertype:ip:udp:data
1641212115.191267000,230,0.011525000,0.011525000,50:02:91:10:09:8f,192.168.137.147,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212115.250457000,95,0.059190000,0.059190000,9c:8e:cd:1d:ab:9f,192.168.137.148,17,81,64,True,0,,,,,,,42384,8802,61,eth:ethertype:ip:udp:data
1641212115.279025000,98,0.028568000,0.028568000,3c:18:a0:41:c3:a0,54.205.158.199,17,84,39,True,0,,,,,,,8802,42384,64,eth:ethertype:ip:udp:data
1641212115.478906000,330,0.199881000,0.199881000,10:2c:6b:1b:43:be,192.168.137.176,17,316,64,True,0,,,,,,,60938,10001,296,eth:ethertype:ip:udp:data
1641212115.478906000,330,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,316,64,True,0,,,,,,,60938,10001,296,eth:ethertype:ip:udp:data
1641212115.478906000,330,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,316,64,True,0,,,,,,,60938,10001,296,eth:ethertype:ip:udp:data
1641212115.552856000,330,0.073950000,0.073950000,3c:18:a0:41:c3:a0,45.35.33.242,17,316,51,True,0,,,,,,,10001,60938,296,eth:ethertype:ip:udp:data
1641212115.582948000,214,0.030092000,0.030092000,68:57:2d:56:ac:47,192.168.137.200,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212115.600340000,330,0.017392000,0.017392000,3c:18:a0:41:c3:a0,62.210.208.47,17,316,52,True,0,,,,,,,10001,60938,296,eth:ethertype:ip:udp:data
1641212115.688707000,74,0.088367000,0.088367000,e8:1b:69:f8:d6:e6,192.168.137.236,6,60,64,True,0,44961,21,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212115.724564000,330,0.035857000,0.035857000,3c:18:a0:41:c3:a0,139.162.61.175,17,316,49,True,0,,,,,,,10001,60938,296,eth:ethertype:ip:udp:data
1641212115.745320000,156,0.020756000,0.020756000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212115.793987000,66,0.048667000,0.048667000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212115.877107000,123,0.083120000,0.083120000,d4:a6:51:21:6c:29,192.168.137.109,6,109,255,False,0,49384,8886,69,20,0x0018,1540,,,,eth:ethertype:ip:tcp:tls
1641212115.962092000,123,0.084985000,0.084985000,3c:18:a0:41:c3:a0,54.68.229.105,6,109,220,True,0,8886,49384,69,20,0x0018,2680,,,,eth:ethertype:ip:tcp:tls
1641212116.073713000,214,0.111621000,0.111621000,d4:a6:51:78:97:4e,192.168.137.204,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212116.193423000,60,0.119710000,0.119710000,d4:a6:51:21:6c:29,192.168.137.109,6,40,255,False,0,49384,8886,0,20,0x0010,1471,,,,eth:ethertype:ip:tcp
1641212116.209981000,90,0.016558000,0.016558000,8c:85:80:6c:b6:47,192.168.137.184,17,76,64,True,0,,,,,,,19056,32100,56,eth:ethertype:ip:udp:data
1641212116.209981000,90,0.000000000,0.000000000,8c:85:80:6c:b6:47,192.168.137.184,17,76,64,True,0,,,,,,,19056,32100,56,eth:ethertype:ip:udp:data
1641212116.209981000,90,0.000000000,0.000000000,8c:85:80:6c:b6:47,192.168.137.184,17,76,64,True,0,,,,,,,19056,32100,56,eth:ethertype:ip:udp:data
1641212116.238532000,54,0.028551000,0.028551000,3c:18:a0:41:c3:a0,34.235.4.153,17,40,38,True,0,,,,,,,32100,19056,20,eth:ethertype:ip:udp:data
1641212116.253449000,54,0.014917000,0.014917000,3c:18:a0:41:c3:a0,18.223.127.200,17,40,48,True,0,,,,,,,32100,19056,20,eth:ethertype:ip:udp:data
1641212116.293886000,54,0.040437000,0.040437000,3c:18:a0:41:c3:a0,54.153.101.7,17,40,45,True,0,,,,,,,32100,19056,20,eth:ethertype:ip:udp:data
1641212116.518266000,230,0.224380000,0.224380000,b8:f0:09:03:29:79,192.168.137.58,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212116.722032000,136,0.000000000,0.203766000,1c:12:b0:9b:0c:ec,192.168.137.179,17,122,1,True,0,,,,,,,50000,1900,102,eth:ethertype:ip:udp:ssdp
1641212116.722032000,143,0.000000000,0.000000000,1c:12:b0:9b:0c:ec,192.168.137.179,17,129,1,True,0,,,,,,,50000,1900,109,eth:ethertype:ip:udp:ssdp
1641212116.722785000,136,0.000753000,0.000753000,1c:12:b0:9b:0c:ec,192.168.137.179,17,122,1,True,0,,,,,,,50000,1900,102,eth:ethertype:ip:udp:ssdp
1641212116.723438000,143,0.000653000,0.000653000,1c:12:b0:9b:0c:ec,192.168.137.179,17,129,1,True,0,,,,,,,50000,1900,109,eth:ethertype:ip:udp:ssdp
1641212116.723438000,136,0.000000000,0.000000000,1c:12:b0:9b:0c:ec,192.168.137.179,17,122,1,True,0,,,,,,,50000,1900,102,eth:ethertype:ip:udp:ssdp
1641212116.723438000,143,0.000000000,0.000000000,1c:12:b0:9b:0c:ec,192.168.137.179,17,129,1,True,0,,,,,,,50000,1900,109,eth:ethertype:ip:udp:ssdp
1641212116.779729000,156,0.056291000,0.056291000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212116.828333000,66,0.048604000,0.048604000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212117.057867000,214,0.229534000,0.229534000,d4:a6:51:21:6c:29,192.168.137.109,17,200,255,False,0,,,,,,,49154,6667,180,eth:ethertype:ip:udp:data
1641212117.347409000,100,0.289542000,0.289542000,3c:18:a0:41:c3:a0,205.251.243.55,6,86,218,True,0,443,40256,46,20,0x0018,3060,,,,eth:ethertype:ip:tcp:tls
1641212117.378396000,100,0.030987000,0.030987000,08:7c:39:ce:6e:2a,192.168.137.45,6,86,64,True,0,40256,443,46,20,0x0018,2054,,,,eth:ethertype:ip:tcp:tls
1641212117.406810000,54,0.028414000,0.028414000,3c:18:a0:41:c3:a0,205.251.243.55,6,40,218,True,0,443,40256,0,20,0x0010,3060,,,,eth:ethertype:ip:tcp
1641212117.476241000,214,0.069431000,0.069431000,d4:a6:51:30:64:b7,192.168.137.202,17,200,255,False,0,,,,,,,55407,6667,180,eth:ethertype:ip:udp:data
1641212117.599352000,82,0.123111000,0.123111000,cc:f4:11:9c:d0:00,192.168.137.246,17,68,64,True,0,,,,,,,9487,9478,48,eth:ethertype:ip:udp:data
1641212117.602128000,60,0.002776000,0.002776000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212117.602128000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212117.602128000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212117.636571000,54,0.034443000,0.034443000,3c:18:a0:41:c3:a0,40.68.210.131,6,40,48,True,0,25050,50001,0,20,0x0010,65535,,,,eth:ethertype:ip:tcp
1641212117.641094000,60,0.004523000,0.004523000,70:ee:50:6b:a8:1a,192.168.137.217,6,40,255,False,0,50001,25050,0,20,0x0010,2660,,,,eth:ethertype:ip:tcp
1641212117.803877000,156,0.162783000,0.162783000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212117.852612000,66,0.048735000,0.048735000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212118.186087000,284,0.102621000,0.333475000,44:bb:3b:00:39:07,192.168.137.125,6,270,64,True,0,54098,443,218,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212118.207740000,218,0.021653000,0.021653000,44:01:bb:ec:10:4a,192.168.137.66,17,204,1,True,0,,,,,,,37020,37000,184,eth:ethertype:ip:udp:data
1641212118.235022000,66,0.027282000,0.027282000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212118.263464000,230,0.028442000,0.028442000,24:a1:60:14:7f:f9,192.168.137.188,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212118.402113000,361,0.012459000,0.138649000,cc:f4:11:9c:d0:00,192.168.137.246,6,347,64,True,0,38750,80,295,32,0x0018,457,,,,eth:ethertype:ip:tcp:http
1641212118.427653000,149,0.025540000,0.025540000,3c:18:a0:41:c3:a0,142.251.32.67,6,135,123,False,0,80,38750,83,32,0x0018,713,,,,eth:ethertype:ip:tcp:http
1641212118.436792000,66,0.009139000,0.009139000,cc:f4:11:9c:d0:00,192.168.137.246,6,52,64,True,0,38750,80,0,32,0x0010,457,,,,eth:ethertype:ip:tcp
1641212118.515367000,60,0.002777000,0.078575000,00:17:88:60:d6:4f,192.168.137.33,2,40,1,True,48,,,,,,,,,,eth:ethertype:ip:igmp:igmp
1641212118.638181000,66,0.122814000,0.122814000,3c:18:a0:41:c3:a0,100.20.126.204,6,52,220,True,0,443,52596,0,32,0x0010,55,,,,eth:ethertype:ip:tcp
1641212118.642171000,66,0.002570000,0.003990000,40:5d:82:35:14:c8,192.168.137.54,6,52,64,True,0,52596,443,0,32,0x0010,1225,,,,eth:ethertype:ip:tcp
1641212118.645369000,60,0.003198000,0.003198000,00:17:88:60:d6:4f,192.168.137.33,2,40,1,True,48,,,,,,,,,,eth:ethertype:ip:igmp:igmp
1641212118.712915000,60,0.063212000,0.067546000,24:05:88:30:6f:89,192.168.137.137,1,28,64,True,0,,,,,,,,,,eth:ethertype:ip:icmp
1641212118.827008000,230,0.114093000,0.114093000,b8:f0:09:03:9a:af,192.168.137.102,17,216,255,False,0,,,,,,,49155,6667,196,eth:ethertype:ip:udp:data
1641212118.837603000,156,0.010595000,0.010595000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212118.886317000,66,0.048714000,0.048714000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212118.957994000,78,0.071677000,0.071677000,34:75:63:73:f3:36,192.168.137.136,17,64,64,True,0,,,,,,,37413,53,44,eth:ethertype:ip:udp:dns
1641212118.960310000,94,0.002316000,0.002316000,3c:18:a0:41:c3:a0,192.168.137.1,17,80,128,False,0,,,,,,,53,37413,60,eth:ethertype:ip:udp:dns
1641212118.962083000,77,0.001773000,0.001773000,34:75:63:73:f3:36,192.168.137.136,17,63,64,True,0,,,,,,,45014,53,43,eth:ethertype:ip:udp:dns
1641212118.964109000,93,0.002026000,0.002026000,3c:18:a0:41:c3:a0,192.168.137.1,17,79,128,False,0,,,,,,,53,45014,59,eth:ethertype:ip:udp:dns
1641212118.965702000,60,0.001593000,0.001593000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,21277,32100,12,eth:ethertype:ip:udp:data
1641212118.965702000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,21277,32100,12,eth:ethertype:ip:udp:data
1641212118.965702000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,21277,32100,12,eth:ethertype:ip:udp:data
1641212119.004987000,62,0.039285000,0.039285000,3c:18:a0:41:c3:a0,3.221.182.58,17,48,37,True,0,,,,,,,32100,21277,28,eth:ethertype:ip:udp:data
1641212119.212832000,62,0.207845000,0.207845000,3c:18:a0:41:c3:a0,47.112.162.49,17,48,40,True,0,,,,,,,32100,21277,28,eth:ethertype:ip:udp:data
1641212119.469909000,230,0.257077000,0.257077000,50:02:91:10:ac:d8,192.168.137.135,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212119.499477000,214,0.029568000,0.029568000,d4:a6:51:76:06:64,192.168.137.44,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212119.647907000,230,0.148430000,0.148430000,50:02:91:b1:68:0c,192.168.137.161,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212119.721530000,230,0.073623000,0.073623000,50:02:91:1a:ce:e1,192.168.137.218,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212119.864060000,156,0.142530000,0.142530000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212119.912767000,66,0.048707000,0.048707000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212120.149270000,230,0.236503000,0.236503000,c4:dd:57:0c:39:94,192.168.137.211,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212120.191974000,230,0.027557000,0.042704000,50:02:91:10:09:8f,192.168.137.147,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212120.319492000,156,0.127518000,0.127518000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212120.368219000,66,0.048727000,0.048727000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212120.409538000,214,0.041319000,0.041319000,d4:a6:51:20:91:d1,192.168.137.165,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212120.438778000,156,0.029240000,0.029240000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212120.487421000,66,0.048643000,0.048643000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212120.549457000,156,0.062036000,0.062036000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212120.583919000,214,0.034462000,0.034462000,68:57:2d:56:ac:47,192.168.137.200,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212120.598100000,66,0.014181000,0.014181000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212120.898194000,156,0.300094000,0.300094000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212120.946874000,66,0.048680000,0.048680000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212121.229196000,218,0.015403000,0.282322000,44:01:bb:ec:10:4a,192.168.137.66,17,204,64,True,0,,,,,,,50271,37010,184,eth:ethertype:ip:udp:data
1641212121.274499000,101,0.045303000,0.045303000,cc:f4:11:9c:d0:00,192.168.137.246,17,87,255,True,0,,,,,,,5353,5353,67,eth:ethertype:ip:udp:mdns
1641212121.274499000,73,0.000000000,0.000000000,cc:f4:11:9c:d0:00,192.168.137.246,17,59,255,True,0,,,,,,,5353,5353,39,eth:ethertype:ip:udp:mdns
1641212121.276037000,139,0.001538000,0.001538000,3c:37:86:6f:b9:51,192.168.137.138,17,125,255,True,0,,,,,,,5353,5353,105,eth:ethertype:ip:udp:mdns
1641212121.360147000,156,0.084110000,0.084110000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212121.408979000,66,0.048832000,0.048832000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212121.461962000,156,0.042012000,0.052983000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212121.468457000,85,0.000501000,0.006495000,b8:5f:98:d0:76:e6,192.168.137.13,6,71,255,False,0,61379,443,31,20,0x0018,11621,,,,eth:ethertype:ip:tcp:tls
1641212121.498353000,85,0.029896000,0.029896000,3c:18:a0:41:c3:a0,54.175.192.208,6,71,229,True,0,443,61379,31,20,0x0018,170,,,,eth:ethertype:ip:tcp:tls
1641212121.510684000,66,0.012331000,0.012331000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212121.517936000,230,0.007252000,0.007252000,b8:f0:09:03:29:79,192.168.137.58,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212121.642638000,214,0.124702000,0.124702000,d4:a6:51:78:97:4e,192.168.137.204,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212121.805634000,156,0.162996000,0.162996000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212121.854384000,66,0.048750000,0.048750000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212121.919473000,156,0.065089000,0.065089000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212121.968247000,66,0.043997000,0.048774000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212121.973096000,60,0.004849000,0.004849000,b8:5f:98:d0:76:e6,192.168.137.13,6,40,255,False,0,61379,443,0,20,0x0010,11606,,,,eth:ethertype:ip:tcp
1641212122.484964000,214,0.110114000,0.511868000,d4:a6:51:30:64:b7,192.168.137.202,17,200,255,False,0,,,,,,,55407,6667,180,eth:ethertype:ip:udp:data
1641212122.489080000,214,0.004116000,0.004116000,d4:a6:51:21:6c:29,192.168.137.109,17,200,255,False,0,,,,,,,49154,6667,180,eth:ethertype:ip:udp:data
1641212122.605625000,71,0.010516000,0.116545000,cc:f4:11:9c:d0:00,192.168.137.246,17,57,64,True,0,,,,,,,9999,9999,37,eth:ethertype:ip:udp:tplink-smarthome:json
1641212122.615205000,60,0.009580000,0.009580000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212122.615205000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212122.616363000,60,0.001158000,0.001158000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212122.838185000,156,0.221822000,0.221822000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212122.886856000,66,0.048671000,0.048671000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212122.905290000,99,0.018434000,0.018434000,1c:fe:2b:98:16:dd,192.168.137.28,6,85,64,True,0,54541,443,33,32,0x0018,1456,,,,eth:ethertype:ip:tcp:tls
1641212122.934537000,97,0.029247000,0.029247000,3c:18:a0:41:c3:a0,52.7.76.25,6,83,230,True,0,443,54541,31,32,0x0018,122,,,,eth:ethertype:ip:tcp:tls
1641212122.944868000,66,0.010331000,0.010331000,1c:fe:2b:98:16:dd,192.168.137.28,6,52,64,True,0,54541,443,0,32,0x0010,1456,,,,eth:ethertype:ip:tcp
1641212122.946303000,156,0.001435000,0.001435000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212122.994905000,66,0.048602000,0.048602000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212123.078600000,60,0.083695000,0.083695000,70:ee:50:68:0e:32,192.168.137.178,17,29,3,True,0,,,,,,,59416,4500,9,eth:ethertype:ip:udp:udpencap
1641212123.081509000,110,0.002909000,0.002909000,3c:18:a0:41:c3:a0,205.174.165.65,1,96,253,False,0,,,,,,,59416,4500,9,eth:ethertype:ip:icmp:ip:udp:udpencap
1641212123.243450000,105,0.161941000,0.161941000,3c:18:a0:41:c3:a0,47.254.90.186,6,91,48,True,0,50920,36967,39,32,0x0018,114,,,,eth:ethertype:ip:tcp:tls
1641212123.263451000,230,0.020001000,0.020001000,24:a1:60:14:7f:f9,192.168.137.188,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212123.307533000,105,0.044082000,0.044082000,44:01:bb:ec:10:4a,192.168.137.66,6,91,64,True,0,36967,50920,39,32,0x0018,2811,,,,eth:ethertype:ip:tcp:tls
1641212123.349094000,66,0.041561000,0.041561000,44:01:bb:ec:10:4a,192.168.137.66,6,52,64,True,0,36967,50920,0,32,0x0010,2811,,,,eth:ethertype:ip:tcp
1641212123.395372000,66,0.046278000,0.046278000,3c:18:a0:41:c3:a0,47.254.90.186,6,52,48,True,0,50920,36967,0,32,0x0010,114,,,,eth:ethertype:ip:tcp
1641212123.395428000,105,0.000056000,0.000056000,3c:18:a0:41:c3:a0,47.254.90.186,6,91,48,True,0,50920,36967,39,32,0x0018,114,,,,eth:ethertype:ip:tcp:tls
1641212123.696603000,74,0.051076000,0.301175000,e8:1b:69:f8:d6:e6,192.168.137.236,6,60,64,True,0,44961,21,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212123.718785000,75,0.022182000,0.022182000,24:05:88:30:6f:89,192.168.137.137,17,61,64,True,0,,,,,,,60474,53,41,eth:ethertype:ip:udp:dns
1641212123.747308000,189,0.028523000,0.028523000,3c:18:a0:41:c3:a0,192.168.137.1,17,175,128,False,0,,,,,,,53,60474,155,eth:ethertype:ip:udp:dns
1641212123.825249000,230,0.077941000,0.077941000,b8:f0:09:03:9a:af,192.168.137.102,17,216,255,False,0,,,,,,,49155,6667,196,eth:ethertype:ip:udp:data
1641212123.981139000,156,0.155890000,0.155890000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212124.029907000,66,0.048768000,0.048768000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212124.034182000,342,0.004275000,0.004275000,c0:e7:bf:0a:79:d1,0.0.0.0,17,328,64,False,0,,,,,,,68,67,308,eth:ethertype:ip:udp:dhcp
1641212124.041540000,348,0.007358000,0.007358000,3c:18:a0:41:c3:a0,192.168.137.1,17,334,128,False,0,,,,,,,67,68,314,eth:ethertype:ip:udp:dhcp
1641212124.063626000,342,0.022086000,0.022086000,c0:e7:bf:0a:79:d1,0.0.0.0,17,328,64,False,0,,,,,,,68,67,308,eth:ethertype:ip:udp:dhcp
1641212124.070116000,348,0.006490000,0.006490000,3c:18:a0:41:c3:a0,192.168.137.1,17,334,128,False,0,,,,,,,67,68,314,eth:ethertype:ip:udp:dhcp
1641212124.099346000,60,0.029230000,0.029230000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,22327,32100,12,eth:ethertype:ip:udp:data
1641212124.099346000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,22327,32100,12,eth:ethertype:ip:udp:data
1641212124.099346000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,22327,32100,12,eth:ethertype:ip:udp:data
1641212124.099346000,90,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,76,64,True,0,,,,,,,22327,32100,56,eth:ethertype:ip:udp:data
1641212124.099346000,90,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,76,64,True,0,,,,,,,22327,32100,56,eth:ethertype:ip:udp:data
1641212124.099346000,90,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,76,64,True,0,,,,,,,22327,32100,56,eth:ethertype:ip:udp:data
1641212124.129003000,62,0.029657000,0.029657000,3c:18:a0:41:c3:a0,3.221.182.58,17,48,37,True,0,,,,,,,32100,22327,28,eth:ethertype:ip:udp:data
1641212124.147777000,54,0.018774000,0.018774000,3c:18:a0:41:c3:a0,3.221.182.58,17,40,38,True,0,,,,,,,32100,22327,20,eth:ethertype:ip:udp:data
1641212124.166418000,66,0.018641000,0.018641000,3c:18:a0:41:c3:a0,172.217.165.10,6,52,59,False,0,443,57421,0,32,0x0011,327,,,,eth:ethertype:ip:tcp
1641212124.198931000,66,0.032513000,0.032513000,24:05:88:30:6f:89,192.168.137.137,6,52,64,True,0,57421,443,0,32,0x0010,682,,,,eth:ethertype:ip:tcp
1641212124.344640000,62,0.145709000,0.145709000,3c:18:a0:41:c3:a0,47.112.162.49,17,48,40,True,0,,,,,,,32100,22327,28,eth:ethertype:ip:udp:data
1641212124.344696000,54,0.000056000,0.000056000,3c:18:a0:41:c3:a0,47.112.162.49,17,40,41,True,0,,,,,,,32100,22327,20,eth:ethertype:ip:udp:data
1641212124.413423000,62,0.068727000,0.068727000,3c:18:a0:41:c3:a0,18.182.200.45,17,48,36,True,0,,,,,,,32100,22327,28,eth:ethertype:ip:udp:data
1641212124.431933000,54,0.018510000,0.018510000,3c:18:a0:41:c3:a0,18.182.200.45,17,40,36,True,0,,,,,,,32100,22327,20,eth:ethertype:ip:udp:data
1641212124.470553000,230,0.038620000,0.038620000,50:02:91:10:ac:d8,192.168.137.135,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
